strain;date;country;clade
hCoV-19/Zambia/ZMB-88672/2021;30/01/2021;Zambia;20H (Beta, V2)
hCoV-19/Zambia/ZMB-89315/2021;19/02/2021;Zambia;20H (Beta, V2)
hCoV-19/Zambia/ZMB-97825/2021;24/05/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-V65182/2020;01/12/2020;Zambia;20H (Beta, V2)
hCoV-19/Zhejiang/zhoushan37/2021;24/04/2021;China;21A (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K011511/2021;02/02/2021;Zimbabwe;20H (Beta, V2)
hCoV-19/Zimbabwe/CERI-KRISP-K011592/2021;07/02/2021;Zimbabwe;20H (Beta, V2)
hCoV-19/Zimbabwe/CERI-KRISP-K011612/2020;17/12/2020;Zimbabwe;20H (Beta, V2)
hCoV-19/Zimbabwe/CERI-KRISP-K011670/2020;30/11/2020;Zimbabwe;20H (Beta, V2)
hCoV-19/Zimbabwe/CERI-KRISP-K021329/2021;11/07/2021;Zimbabwe;21A (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021330/2021;15/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021331/2021;28/06/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021337/2021;26/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021342/2021;25/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021365/2021;11/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021378/2021;11/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021393/2021;15/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021395/2021;11/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021523/2021;11/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021525/2021;11/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021526/2021;11/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021529/2021;15/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021531/2021;15/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021539/2021;25/06/2021;Zimbabwe;20H (Beta, V2)
hCoV-19/Zimbabwe/CERI-KRISP-K021540/2021;25/06/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021541/2021;29/06/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021542/2021;24/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021545/2021;25/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021546/2021;25/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021553/2021;28/06/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021554/2021;28/06/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021555/2021;29/06/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021556/2021;05/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021559/2021;26/07/2021;Zimbabwe;21I (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021563/2021;26/07/2021;Zimbabwe;21A (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021564/2021;26/07/2021;Zimbabwe;21A (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021565/2021;26/07/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/CERI-KRISP-K021566/2021;23/06/2021;Zimbabwe;21J (Delta)
hCoV-19/Zimbabwe/ZW-29/2020;01/03/2020;Zimbabwe;20C
hCoV-19/Zimbabwe/ZW-34139/2020;19/10/2020;Zimbabwe;20B
hCoV-19/Zimbabwe/ZW-6970/2020;01/05/2020;Zimbabwe;20B
"NC_045512.2 Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome
";01/12/2019;China;19A
